USER         PID %CPU %MEM    VSZ   RSS TTY      STAT START   TIME COMMAND
root      436041  0.0  0.0      0     0 ?        I    09:58   0:00  \_ [kworker/12:1-cgroup_destroy]
root      436103  0.0  0.0      0     0 ?        I    09:59   0:00  \_ [kworker/31:0-events]
root      436881  0.0  0.0      0     0 ?        I    10:10   0:00  \_ [kworker/31:2-events]
root      440584  0.0  0.0      0     0 ?        I    10:33   0:00  \_ [kworker/21:2-mm_percpu_wq]
root      440591  0.0  0.0      0     0 ?        I    10:33   0:00  \_ [kworker/7:2]
root      446333  0.0  0.0      0     0 ?        I    10:47   0:00  \_ [kworker/16:1-events]
root      448049  0.0  0.0      0     0 ?        I    10:48   0:01  \_ [kworker/8:1-events]
root      459142  0.0  0.0      0     0 ?        I    10:52   0:00  \_ [kworker/20:1-events]
root      460731  0.0  0.0      0     0 ?        I    11:11   0:01  \_ [kworker/27:2-events]
root      481054  0.0  0.0      0     0 ?        I    11:30   0:00  \_ [kworker/6:0-mm_percpu_wq]
root      503437  0.0  0.0      0     0 ?        I    12:28   0:00  \_ [kworker/1:0]
root      503438  0.0  0.0      0     0 ?        I    12:28   0:00  \_ [kworker/5:1]
root      503478  0.0  0.0      0     0 ?        I    12:29   0:00  \_ [kworker/11:2-rcu_par_gp]
root      503491  0.0  0.0      0     0 ?        I    12:29   0:00  \_ [kworker/19:1-events]
root      503981  0.0  0.0      0     0 ?        I    12:31   0:00  \_ [kworker/17:2]
root      524106  0.0  0.0      0     0 ?        I    13:01   0:00  \_ [kworker/10:1-mm_percpu_wq]
root      524912  0.0  0.0      0     0 ?        I    13:04   0:00  \_ [kworker/25:2-events]
root      524913  0.0  0.0      0     0 ?        I    13:04   0:00  \_ [kworker/18:0-events]
root      524926  0.0  0.0      0     0 ?        I    13:04   0:00  \_ [kworker/12:0-mm_percpu_wq]
root      525900  0.0  0.0      0     0 ?        I    13:06   0:00  \_ [kworker/10:0-events]
root      526067  0.0  0.0      0     0 ?        I    13:07   0:00  \_ [kworker/27:0-rcu_par_gp]
root      526090  0.0  0.0      0     0 ?        I    13:07   0:00  \_ [kworker/29:2-cgroup_destroy]
root      530726  0.0  0.0      0     0 ?        I    13:12   0:00  \_ [kworker/u480:1-events_power_efficient]
root      546379  0.0  0.0      0     0 ?        I    13:32   0:00  \_ [kworker/13:1-events]
root      560342  0.0  0.0      0     0 ?        I    13:44   0:00  \_ [kworker/13:0-mm_percpu_wq]
root      562651  0.0  0.0      0     0 ?        I    13:46   0:00  \_ [kworker/15:0-events]
root      562910  0.0  0.0      0     0 ?        I    13:46   0:00  \_ [kworker/u480:3-events_unbound]
root      562911  0.0  0.0      0     0 ?        I    13:46   0:00  \_ [kworker/16:2-rcu_par_gp]
root      562923  0.0  0.0      0     0 ?        I    13:46   0:00  \_ [kworker/20:0-cgroup_destroy]
root      568942  0.0  0.0      0     0 ?        I    13:54   0:00  \_ [kworker/23:2-cgroup_destroy]
root      568947  0.0  0.0      0     0 ?        I    13:54   0:00  \_ [kworker/14:1]
root      569287  0.0  0.0      0     0 ?        I    13:55   0:00  \_ [kworker/3:2-events]
root      569299  0.0  0.0      0     0 ?        I    13:55   0:00  \_ [kworker/28:0-cgroup_destroy]
root      569368  0.0  0.0      0     0 ?        I    13:55   0:00  \_ [kworker/u480:2-events_unbound]
root      569369  0.0  0.0      0     0 ?        I    13:55   0:00  \_ [kworker/0:0-events]
root      569370  0.0  0.0      0     0 ?        I    13:55   0:00  \_ [kworker/6:2]
root      569383  0.0  0.0      0     0 ?        I    13:55   0:00  \_ [kworker/22:2-cgroup_destroy]
root           1  0.0  0.0 170264  8720 ?        Ss   May09  10:33 /lib/systemd/systemd --system --deserialize 17
root         893  0.0  0.1 280140 17952 ?        SLsl May09   6:15 /sbin/multipathd -d -s
root        1019  0.0  0.0 247196  3940 ?        Ssl  May09   5:36 /usr/lib/accountsservice/accounts-daemon
root        1020  0.0  0.0   2540  1616 ?        Ss   May09   0:00 /usr/sbin/acpid
avahi       1022  0.0  0.0  18380  3128 ?        Ss   May09   5:09 avahi-daemon: running [spm.local]
avahi       1068  0.0  0.0  17972     4 ?        S    May09   0:00  \_ avahi-daemon: chroot helper
message+    1024  0.0  0.0  22332  8268 ?        Ss   May09   9:34 /usr/bin/dbus-daemon --system --address=systemd: --nofork --nopidfile --systemd-activation --syslog-only
root        1030  0.0  0.0  81924  1856 ?        Ssl  May09   6:40 /usr/sbin/irqbalance --foreground
root        1033  0.0  0.0  37124  3020 ?        Ss   May09   0:00 /usr/bin/python3 /usr/bin/networkd-dispatcher --run-startup-triggers
root        1038  0.0  0.0 251676 14700 ?        Ssl  May09  39:38 /usr/lib/policykit-1/polkitd --no-debug
root        1053  0.0  0.0 232992  1636 ?        Ssl  May09   0:00 /usr/libexec/switcheroo-control
root        1056  0.0  0.0  27628  4928 ?        Ss   May09   0:50 /lib/systemd/systemd-logind
root        1059  0.0  0.0 392924  6148 ?        Ssl  May09   0:49 /usr/lib/udisks2/udisksd
root        1060  0.0  0.0  13676  2660 ?        Ss   May09   1:10 /sbin/wpa_supplicant -u -s -O /run/wpa_supplicant
root        1105  0.0  0.0 240720  2280 ?        Ssl  May09   0:05 /usr/sbin/ModemManager
root        1114  0.0  0.0 115524  3132 ?        Ssl  May09   0:00 /usr/bin/python3 /usr/share/unattended-upgrades/unattended-upgrade-shutdown --wait-for-signal
root        1115  0.0  0.0 397140 14368 ?        Ssl  May09  53:10 /usr/bin/python3 /usr/bin/fail2ban-server -xf start
root        1147  0.0  0.0 1633288  276 ?        Sl   May09   0:00 /opt/pbis/sbin/lwsmd --start-as-daemon
root        1228  0.0  0.0 1994348 1540 ?        Sl   May09  21:58  \_ lw-container lwreg
root        1331  0.0  0.0 941732   272 ?        Sl   May09   0:18  \_ lw-container eventlog
root        1403  0.0  0.0 2314504  548 ?        Sl   May09   2:10  \_ lw-container netlogon
root        1510  0.0  0.0 1736036  692 ?        Sl   May09   0:00  \_ lw-container lwio
root        1590  0.0  0.0 4939892 9160 ?        Sl   May09  44:44  \_ lw-container lsass
root        1692  0.0  0.0 1008124 1160 ?        Sl   May09   0:00  \_ lw-container reapsysl
root        1176  0.0  0.0  17004  2324 ?        Ss   May09   0:24 /usr/sbin/cron -f
whoopsie    1229  0.0  0.0 175252  2564 ?        Ssl  May09   0:03 /usr/bin/whoopsie -f
daemon      1243  0.0  0.0   3792  2064 ?        Ss   May09   0:00 /usr/sbin/atd -f
root        1496  0.0  0.0  21992  1420 ?        Sl   May09   4:58 /var/ossec/bin/ossec-execd
kernoops    1771  0.0  0.0  11252   184 ?        Ss   May09   8:24 /usr/sbin/kerneloops --test
kernoops    1773  0.0  0.0  11252   636 ?        Ss   May09   8:36 /usr/sbin/kerneloops
ossec       1787  0.0  0.0 169912  2188 ?        Sl   May09  12:26 /var/ossec/bin/ossec-agentd
root        1856  0.0  0.0  96380   412 ?        SNl  May09   2:21 /var/ossec/bin/ossec-syscheckd
root        1920  0.0  0.0 390640   700 ?        Sl   May09  28:51 /var/ossec/bin/ossec-logcollector
root        1952  0.0  0.0 497228   416 ?        Sl   May09  47:45 /var/ossec/bin/wazuh-modulesd
root        2413  0.0  0.0 236996  4868 ?        Ssl  May09   0:00 /usr/sbin/gdm3
root        2549  0.0  0.0 174736  4644 ?        Sl   May09   0:00  \_ gdm-session-worker [pam/gdm-launch-environment]
gdm         2556  0.0  0.0 161408  2412 tty1     Ssl+ May09   0:00  |   \_ /usr/lib/gdm3/gdm-x-session dbus-run-session -- gnome-session --autostart /usr/share/gdm/greeter/autostart
root        2558  0.0  0.0 244588  4040 tty1     Sl+  May09   0:21  |       \_ /usr/lib/xorg/Xorg vt1 -displayfd 3 -auth /run/user/129/gdm/Xauthority -background none -noreset -keeptty -verbose 3
gdm         2564  0.0  0.0   5288   676 tty1     S+   May09   0:00  |       \_ dbus-run-session -- gnome-session --autostart /usr/share/gdm/greeter/autostart
gdm         2565  0.0  0.0  17324  2748 tty1     S+   May09   0:00  |           \_ dbus-daemon --nofork --print-address 4 --session
gdm         2566  0.0  0.0 481232  3636 tty1     Sl+  May09   0:03  |           \_ /usr/libexec/gnome-session-binary --systemd --autostart /usr/share/gdm/greeter/autostart
gdm         2662  0.0  0.2 6461224 48512 tty1    Sl+  May09  36:08  |               \_ /usr/bin/gnome-shell
gdm         2711  0.0  0.0 308320  2080 tty1     Sl   May09   0:00  |               |   \_ ibus-daemon --panel disable --xim
gdm         2714  0.0  0.0 233916  1888 tty1     Sl   May09   0:00  |               |       \_ /usr/libexec/ibus-dconf
gdm         2793  0.0  0.0 160088  1812 tty1     Sl   May09   0:00  |               |       \_ /usr/libexec/ibus-engine-simple
gdm         2766  0.0  0.0 462036  1516 tty1     Sl+  May09   0:09  |               \_ /usr/libexec/gsd-sharing
gdm         2768  0.0  0.0 332444  1992 tty1     Sl+  May09   0:00  |               \_ /usr/libexec/gsd-wacom
gdm         2769  0.0  0.0 482264  3944 tty1     Sl+  May09   1:01  |               \_ /usr/libexec/gsd-color
gdm         2770  0.0  0.0 332812  3308 tty1     Sl+  May09   0:00  |               \_ /usr/libexec/gsd-keyboard
gdm         2771  0.0  0.0 245608  2788 tty1     Sl+  May09   0:00  |               \_ /usr/libexec/gsd-print-notifications
gdm         2772  0.0  0.0 454492  1220 tty1     Sl+  May09   0:03  |               \_ /usr/libexec/gsd-rfkill
gdm         2773  0.0  0.0 312548  1868 tty1     Sl+  May09   0:00  |               \_ /usr/libexec/gsd-smartcard
gdm         2774  0.0  0.0 371008  2332 tty1     Sl+  May09   0:00  |               \_ /usr/libexec/gsd-datetime
gdm         2775  0.0  0.0 888628  2860 tty1     Sl+  May09   0:01  |               \_ /usr/libexec/gsd-media-keys
gdm         2776  0.0  0.0 232900  1220 tty1     Sl+  May09   0:00  |               \_ /usr/libexec/gsd-screensaver-proxy
gdm         2777  0.0  0.0 316740  2348 tty1     Sl+  May09   0:00  |               \_ /usr/libexec/gsd-sound
gdm         2786  0.0  0.0 307048  1560 tty1     Sl+  May09   0:00  |               \_ /usr/libexec/gsd-a11y-settings
gdm         2789  0.0  0.0 309108  3160 tty1     Sl+  May09   3:41  |               \_ /usr/libexec/gsd-housekeeping
gdm         2790  0.0  0.0 407568   704 tty1     Sl+  May09   0:15  |               \_ /usr/libexec/gsd-power
root      233369  0.0  0.0 322796  4112 ?        Sl   May17   0:00  \_ gdm-session-worker [pam/gdm-password]
adminpo+  233482  0.0  0.0 161408  2440 tty2     Ssl+ May17   0:00      \_ /usr/lib/gdm3/gdm-x-session --run-script env GNOME_SHELL_SESSION_MODE=ubuntu /usr/bin/gnome-session --systemd --session=ubuntu
root      233484  0.0  0.0 289008  7844 tty2     Sl+  May17   0:33          \_ /usr/lib/xorg/Xorg vt2 -displayfd 3 -auth /run/user/1000/gdm/Xauthority -background none -noreset -keeptty -verbose 3
adminpo+  233497  0.0  0.0 185608  3072 tty2     Sl+  May17   0:00          \_ /usr/libexec/gnome-session-binary --systemd --systemd --session=ubuntu
adminpo+  233566  0.0  0.0   6032    36 ?        Ss   May17   0:35              \_ /usr/bin/ssh-agent /usr/bin/im-launch env GNOME_SHELL_SESSION_MODE=ubuntu /usr/bin/gnome-session --systemd --session=ubuntu
gdm         2424  0.0  0.0  18912  5164 ?        Ss   May09   0:18 /lib/systemd/systemd --user
gdm         2425  0.0  0.0 179784     4 ?        S    May09   0:00  \_ (sd-pam)
gdm         2433  0.0  0.0 1116868 2980 ?        SNsl May09   0:00  \_ /usr/libexec/tracker-miner-fs
gdm         2436  0.0  0.0  17216  3240 ?        Ss   May09   0:00  \_ /usr/bin/dbus-daemon --session --address=systemd: --nofork --nopidfile --systemd-activation --syslog-only
gdm         2452  0.0  0.0 237104  2444 ?        Ssl  May09   0:00  \_ /usr/libexec/gvfsd
gdm         2471  0.0  0.0 312800  1036 ?        Sl   May09   0:00  \_ /usr/libexec/gvfsd-fuse /run/user/129/gvfs -f -o big_writes
gdm         2489  0.0  0.0 311304  3620 ?        Ssl  May09   0:43  \_ /usr/libexec/gvfs-udisks2-volume-monitor
gdm         2497  0.0  0.0 233060  2008 ?        Ssl  May09   0:00  \_ /usr/libexec/gvfs-mtp-volume-monitor
gdm         2502  0.0  0.0 235336  2468 ?        Ssl  May09   0:00  \_ /usr/libexec/gvfs-gphoto2-volume-monitor
gdm         2508  0.0  0.0 314116  2024 ?        Ssl  May09   3:20  \_ /usr/libexec/gvfs-afc-volume-monitor
gdm         2513  0.0  0.0 233268  1916 ?        Ssl  May09   0:00  \_ /usr/libexec/gvfs-goa-volume-monitor
gdm         2517  0.0  0.0 546716  1344 ?        Sl   May09   0:03  \_ /usr/libexec/goa-daemon
gdm         2525  0.0  0.0 312148  2216 ?        Sl   May09   0:23  \_ /usr/libexec/goa-identity-service
gdm         2740  0.0  0.0 802156  1388 ?        Ssl  May09   0:01  \_ /usr/bin/pulseaudio --daemonize=no --log-target=journal
gdm       159985  0.0  0.0 159648  1800 ?        Ssl  May13   0:00  \_ /usr/libexec/gvfsd-metadata
rtkit       2441  0.0  0.0 152928  2264 ?        SNsl May09   1:24 /usr/libexec/rtkit-daemon
root        2530  0.0  0.0 241220  1052 ?        Ssl  May09   0:03 /usr/lib/upower/upowerd
gdm         2569  0.0  0.0 305516  1520 tty1     Sl+  May09   0:00 /usr/libexec/at-spi-bus-launcher
gdm         2574  0.0  0.0  16868  2756 tty1     S+   May09   0:00  \_ /usr/bin/dbus-daemon --config-file=/usr/share/defaults/at-spi2/accessibility.conf --nofork --print-address 3
gdm         2717  0.0  0.0 185352  2884 tty1     Sl   May09   0:00 /usr/libexec/ibus-x11 --kill-daemon
gdm         2720  0.0  0.0 233764  2008 tty1     Sl+  May09   0:00 /usr/libexec/ibus-portal
gdm         2729  0.0  0.0 162900  1684 tty1     Sl+  May09   0:00 /usr/libexec/at-spi2-registryd --use-gnome-session
gdm         2734  0.0  0.0 232988   384 tty1     Sl+  May09   0:00 /usr/libexec/xdg-permission-store
gdm         2753  0.0  0.0 2927576 2608 tty1     Sl+  May09   0:00 /usr/bin/gjs /usr/share/gnome-shell/org.gnome.Shell.Notifications
colord      2847  0.0  0.0 243548  2984 ?        Ssl  May09   0:00 /usr/libexec/colord
gdm         2858  0.0  0.0 339576  2772 tty1     Sl+  May09   0:00 /usr/libexec/gsd-printer
adminpo+  233398  0.0  0.0  19224  6404 ?        Ss   May17  21:09 /lib/systemd/systemd --user
adminpo+  233400  0.0  0.0 181096     4 ?        S    May17   0:00  \_ (sd-pam)
adminpo+  233405  0.0  0.0 2378156 3224 ?        Ssl  May17   0:02  \_ /usr/bin/pulseaudio --daemonize=no --log-target=journal
adminpo+  233407  0.0  0.0 1119512 2316 ?        SNsl May17   0:00  \_ /usr/libexec/tracker-miner-fs
adminpo+  233409  0.0  0.0  24348  4084 ?        Ss   May17   0:01  \_ /usr/bin/dbus-daemon --session --address=systemd: --nofork --nopidfile --systemd-activation --syslog-only
adminpo+  233430  0.0  0.0 237104  1980 ?        Ssl  May17   0:00  \_ /usr/libexec/gvfsd
adminpo+  233906  0.0  0.0 311336  2524 ?        Sl   May17   0:05  |   \_ /usr/libexec/gvfsd-trash --spawner :1.3 /org/gtk/gvfs/exec_spaw/0
adminpo+  233435  0.0  0.0 378336   544 ?        Sl   May17   0:00  \_ /usr/libexec/gvfsd-fuse /run/user/1000/gvfs -f -o big_writes
adminpo+  233441  0.0  0.0 311312  3728 ?        Ssl  May17   0:41  \_ /usr/libexec/gvfs-udisks2-volume-monitor
adminpo+  233448  0.0  0.0 233060  2136 ?        Ssl  May17   0:00  \_ /usr/libexec/gvfs-mtp-volume-monitor
adminpo+  233452  0.0  0.0 235336  2484 ?        Ssl  May17   0:00  \_ /usr/libexec/gvfs-gphoto2-volume-monitor
adminpo+  233456  0.0  0.0 314116  1324 ?        Ssl  May17   3:02  \_ /usr/libexec/gvfs-afc-volume-monitor
adminpo+  233461  0.0  0.0 233264  1760 ?        Ssl  May17   0:00  \_ /usr/libexec/gvfs-goa-volume-monitor
adminpo+  233465  0.0  0.0 546716   616 ?        Sl   May17   0:03  \_ /usr/libexec/goa-daemon
adminpo+  233474  0.0  0.0 312148     0 ?        Sl   May17   0:23  \_ /usr/libexec/goa-identity-service
adminpo+  233583  0.0  0.0 305400  2056 ?        Ssl  May17   0:00  \_ /usr/libexec/at-spi-bus-launcher
adminpo+  233588  0.0  0.0  17000  3092 ?        S    May17   0:00  |   \_ /usr/bin/dbus-daemon --config-file=/usr/share/defaults/at-spi2/accessibility.conf --nofork --print-address 3
adminpo+  233662  0.0  0.0  87452  1648 ?        Ssl  May17   0:00  \_ /usr/libexec/gnome-session-ctl --monitor
adminpo+  233671  0.0  0.0 481372  2292 ?        Ssl  May17   0:03  \_ /usr/libexec/gnome-session-binary --systemd-service --session=ubuntu
adminpo+  233873  0.0  0.0 231792  2428 ?        Sl   May17   0:00  |   \_ /usr/libexec/gsd-disk-utility-notify
adminpo+  233876  0.0  0.0 639352  7136 ?        Sl   May17   1:03  |   \_ /usr/libexec/evolution-data-server/evolution-alarm-notify
adminpo+  234334  0.0  0.0 738912  4876 ?        Sl   May17   3:52  |   \_ update-notifier
adminpo+  233685  0.0  0.3 9188696 56132 ?       Ssl  May17  41:53  \_ /usr/bin/gnome-shell
adminpo+  233741  0.0  0.0 308344  1952 ?        Sl   May17   0:00  |   \_ ibus-daemon --panel disable --xim
adminpo+  233745  0.0  0.0 233908  1804 ?        Sl   May17   0:00  |       \_ /usr/libexec/ibus-dconf
adminpo+  233746  0.0  0.0 273068  2036 ?        Sl   May17   0:01  |       \_ /usr/libexec/ibus-extension-gtk3
adminpo+  233925  0.0  0.0 160088  1520 ?        Sl   May17   0:00  |       \_ /usr/libexec/ibus-engine-simple
adminpo+  233750  0.0  0.0 195284  1896 ?        Sl   May17   0:00  \_ /usr/libexec/ibus-x11 --kill-daemon
adminpo+  233753  0.0  0.0 233896  1732 ?        Sl   May17   0:00  \_ /usr/libexec/ibus-portal
adminpo+  233759  0.0  0.0 162900  1344 ?        Sl   May17   0:00  \_ /usr/libexec/at-spi2-registryd --use-gnome-session
adminpo+  233768  0.0  0.0 581304  2840 ?        Sl   May17   0:00  \_ /usr/libexec/gnome-shell-calendar-server
adminpo+  233769  0.0  0.0 232988   644 ?        Ssl  May17   0:00  \_ /usr/libexec/xdg-permission-store
adminpo+  233778  0.0  0.0 156220  1380 ?        Sl   May17   0:00  \_ /usr/libexec/dconf-service
adminpo+  233794  0.0  0.0 1067580 2892 ?        Ssl  May17   0:00  \_ /usr/libexec/evolution-source-registry
adminpo+  233803  0.0  0.0 2927676 2556 ?        Sl   May17   0:00  \_ /usr/bin/gjs /usr/share/gnome-shell/org.gnome.Shell.Notifications
adminpo+  233817  0.0  0.0 307040  1440 ?        Ssl  May17   0:00  \_ /usr/libexec/gsd-a11y-settings
adminpo+  233818  0.0  0.0 417836  4328 ?        Ssl  May17   1:03  \_ /usr/libexec/gsd-color
adminpo+  233819  0.0  0.0 371000  2880 ?        Ssl  May17   0:00  \_ /usr/libexec/gsd-datetime
adminpo+  233821  0.0  0.0 309104  3652 ?        Ssl  May17   3:39  \_ /usr/libexec/gsd-housekeeping
adminpo+  233823  0.0  0.0 343256  5984 ?        Ssl  May17   0:01  \_ /usr/libexec/gsd-keyboard
adminpo+  233824  0.0  0.0 898436  2572 ?        Ssl  May17   0:02  \_ /usr/libexec/gsd-media-keys
adminpo+  233827  0.0  0.0 417444  2636 ?        Ssl  May17   0:09  \_ /usr/libexec/gsd-power
adminpo+  233832  0.0  0.0 245616  3052 ?        Ssl  May17   0:00  \_ /usr/libexec/gsd-print-notifications
adminpo+  233834  0.0  0.0 454492  3344 ?        Ssl  May17   0:03  \_ /usr/libexec/gsd-rfkill
adminpo+  233837  0.0  0.0 232900  1148 ?        Ssl  May17   0:00  \_ /usr/libexec/gsd-screensaver-proxy
adminpo+  233838  0.0  0.0 462036  3188 ?        Ssl  May17   0:09  \_ /usr/libexec/gsd-sharing
adminpo+  233843  0.0  0.0 386272   792 ?        Ssl  May17   0:00  \_ /usr/libexec/gsd-smartcard
adminpo+  233845  0.0  0.0 316732  2384 ?        Ssl  May17   0:00  \_ /usr/libexec/gsd-sound
adminpo+  233846  0.0  0.0 382348  2256 ?        Ssl  May17   0:00  \_ /usr/libexec/gsd-usb-protection
adminpo+  233847  0.0  0.0 342780  1832 ?        Ssl  May17   0:00  \_ /usr/libexec/gsd-wacom
adminpo+  233849  0.0  0.0 311396  1964 ?        Ssl  May17   0:00  \_ /usr/libexec/gsd-wwan
adminpo+  233852  0.0  0.0 344016  2648 ?        Ssl  May17   0:00  \_ /usr/libexec/gsd-xsettings
adminpo+  233858  0.0  0.0 836064  6444 ?        Ssl  May17   0:03  \_ /usr/libexec/evolution-calendar-factory
adminpo+  233912  0.0  0.0 339576  2716 ?        Sl   May17   0:00  \_ /usr/libexec/gsd-printer
adminpo+  233977  0.0  0.0 4147620 3624 ?        Ssl  May17   0:29  \_ /usr/libexec/gnome-initial-setup --existing-user
adminpo+  233990  0.0  0.0 744304  2504 ?        Ssl  May17   0:03  \_ /usr/libexec/evolution-addressbook-factory
adminpo+  234131  0.0  0.0 159640  1752 ?        Ssl  May17   0:00  \_ /usr/libexec/gvfsd-metadata
adminpo+  234142  0.0  0.0 861332  5676 ?        Sl   May17   1:13  \_ /usr/bin/gnome-calendar --gapplication-service
adminpo+  234146  0.0  0.0 465632  3712 ?        SLl  May17   0:05  \_ /usr/bin/seahorse --gapplication-service
adminpo+  234147  0.0  0.0 816800  3316 ?        Ssl  May17   0:04  \_ /usr/libexec/gnome-terminal-server
adminpo+  234255  0.0  0.0   8272  1944 pts/0    Ss   May17   0:00  |   \_ bash
root      234261  0.0  0.0  20280  2112 pts/0    S    May17   0:00  |   |   \_ sudo bash
root      234263  0.0  0.0   7344  1936 pts/0    S+   May17   0:00  |   |       \_ bash
adminpo+  235838  0.0  0.0   8272  2048 pts/3    Ss   May17   0:00  |   \_ bash
root      235854  0.0  0.0  20276  1988 pts/3    S    May17   0:00  |       \_ sudo bash
root      235855  0.0  0.0   7236  1956 pts/3    S+   May17   0:00  |           \_ bash
adminpo+ 2661602  0.0  0.0 925420     4 ?        SNl  Jun16   0:05  \_ /usr/bin/python3 /usr/bin/update-manager --no-update --no-focus-on-map
adminpo+ 2889156  0.0  0.0   2608     8 ?        Ss   Jun17   0:00  \_ /bin/sh /usr/lib/update-notifier/update-notifier-crash
adminpo+ 2889170  0.0  0.0 580140    80 ?        Sl   Jun17   0:00      \_ /usr/lib/update-notifier/system-crash-notification
adminpo+  233415  0.0  0.0 237576  2812 ?        Sl   May17   0:00 /usr/bin/gnome-keyring-daemon --daemonize --login
a.cudaz+  803308  0.0  0.0  18872  5488 ?        Ss   May20   0:18 /lib/systemd/systemd --user
a.cudaz+  803310  0.0  0.0 181044     4 ?        S    May20   0:00  \_ (sd-pam)
a.cudaz+  803317  0.0  0.0 1115132 2072 ?        SNsl May20   0:01  \_ /usr/libexec/tracker-miner-fs
a.cudaz+  803320  0.0  0.0  17092  3224 ?        Ss   May20   0:00  \_ /usr/bin/dbus-daemon --session --address=systemd: --nofork --nopidfile --systemd-activation --syslog-only
a.cudaz+  803350  0.0  0.0 237204  2008 ?        Ssl  May20   0:00  \_ /usr/libexec/gvfsd
a.cudaz+  803355  0.0  0.0 312800  1500 ?        Sl   May20   0:00  \_ /usr/libexec/gvfsd-fuse /run/user/896138891/gvfs -f -o big_writes
a.cudaz+  803357  0.0  0.0 321188  4180 ?        Ssl  May20   0:40  \_ /usr/libexec/gvfs-udisks2-volume-monitor
a.cudaz+  803369  0.0  0.0 233060  2192 ?        Ssl  May20   0:00  \_ /usr/libexec/gvfs-mtp-volume-monitor
a.cudaz+  803373  0.0  0.0 235336  2128 ?        Ssl  May20   0:00  \_ /usr/libexec/gvfs-gphoto2-volume-monitor
a.cudaz+  803377  0.0  0.0 314116  1476 ?        Ssl  May20   3:03  \_ /usr/libexec/gvfs-afc-volume-monitor
a.cudaz+  803382  0.0  0.0 233268  1640 ?        Ssl  May20   0:00  \_ /usr/libexec/gvfs-goa-volume-monitor
a.cudaz+  803386  0.0  0.0 546736  4636 ?        SLl  May20   0:03  \_ /usr/libexec/goa-daemon
a.cudaz+  803393  0.0  0.0 312284  4396 ?        Sl   May20   0:26  \_ /usr/libexec/goa-identity-service
a.cudaz+  803398  0.0  0.0 237448  2444 ?        SLl  May20   0:00  \_ /usr/bin/gnome-keyring-daemon --start --foreground --components=secrets
a.cudaz+ 1467892  0.0  0.0 159648  1804 ?        Ssl  May22   0:00  \_ /usr/libexec/gvfsd-metadata
p.taras+ 1472890  0.0  0.0  18916  6228 ?        Ss   May22   0:16 /lib/systemd/systemd --user
p.taras+ 1472892  0.0  0.0 181180     4 ?        S    May22   0:00  \_ (sd-pam)
p.taras+ 1472900  0.0  0.0 1116936 2632 ?        SNsl May22   0:00  \_ /usr/libexec/tracker-miner-fs
p.taras+ 1472907  0.0  0.0  17248  2816 ?        Ss   May22   0:00  \_ /usr/bin/dbus-daemon --session --address=systemd: --nofork --nopidfile --systemd-activation --syslog-only
p.taras+ 1472933  0.0  0.0 237104  1952 ?        Ssl  May22   0:00  \_ /usr/libexec/gvfsd
p.taras+ 1472938  0.0  0.0 312800  1308 ?        Sl   May22   0:00  \_ /usr/libexec/gvfsd-fuse /run/user/896249151/gvfs -f -o big_writes
p.taras+ 1472940  0.0  0.0 321184  3300 ?        Ssl  May22   0:40  \_ /usr/libexec/gvfs-udisks2-volume-monitor
p.taras+ 1472950  0.0  0.0 233060  1720 ?        Ssl  May22   0:00  \_ /usr/libexec/gvfs-mtp-volume-monitor
p.taras+ 1472954  0.0  0.0 235336  2208 ?        Ssl  May22   0:00  \_ /usr/libexec/gvfs-gphoto2-volume-monitor
p.taras+ 1472958  0.0  0.0 314116  1444 ?        Ssl  May22   3:02  \_ /usr/libexec/gvfs-afc-volume-monitor
p.taras+ 1472964  0.0  0.0 233264  1540 ?        Ssl  May22   0:00  \_ /usr/libexec/gvfs-goa-volume-monitor
p.taras+ 1472969  0.0  0.0 546736  2132 ?        SLl  May22   0:03  \_ /usr/libexec/goa-daemon
p.taras+ 1472976  0.0  0.0 312284  3452 ?        Sl   May22   0:27  \_ /usr/libexec/goa-identity-service
p.taras+ 1472981  0.0  0.0 237452  2060 ?        SLl  May22   0:00  \_ /usr/bin/gnome-keyring-daemon --start --foreground --components=secrets
p.taras+ 1473101  0.0  0.0 159652  1712 ?        Ssl  May22   0:00  \_ /usr/libexec/gvfsd-metadata
p.taras+ 2301925  0.0  0.0 432696  2524 ?        Ssl  Jun14   4:38  \_ /usr/libexec/tracker-store
p.taras+ 1473532  0.0  0.0   6032     0 ?        Ss   May22   0:00 ssh-agent -s
a.iommi2  153400  0.0  0.0  18912  6904 ?        Ss   Jun01   0:16 /lib/systemd/systemd --user
a.iommi2  153403  0.0  0.0 181344     4 ?        S    Jun01   0:00  \_ (sd-pam)
a.iommi2  153410  0.0  0.0 1049484 5400 ?        SNsl Jun01   0:00  \_ /usr/libexec/tracker-miner-fs
a.iommi2  153428  0.0  0.0  17264  3676 ?        Ss   Jun01   0:00  \_ /usr/bin/dbus-daemon --session --address=systemd: --nofork --nopidfile --systemd-activation --syslog-only
a.iommi2  153433  0.0  0.0 237104  4140 ?        Ssl  Jun01   0:00  \_ /usr/libexec/gvfsd
a.iommi2  153449  0.0  0.0 312800  1852 ?        Sl   Jun01   0:00  \_ /usr/libexec/gvfsd-fuse /run/user/896214444/gvfs -f -o big_writes
a.iommi2  153451  0.0  0.0 321256  4640 ?        Ssl  Jun01   0:37  \_ /usr/libexec/gvfs-udisks2-volume-monitor
