time
44088
6832
6707
6953
6542
6754
6855
6546
6883
6552
6719
6769
6429
6536
6814
6562
6427
6939
6470
6499
6508
6530
6888
8090
6580
6582
6721
6466
6525
6995
6930
6894
6658
6553
6827
6484
6515
6620
6527
6516
6662
6552
6507
6825
6442
6968
6505
6598
6535
7532
6458
6525
6670
6725
11679
8541
6701
10809
10759
6560
6946
10842
10848
6701
6795
6700
6735
6622
6447
6619
6465
6839
6863
7040
6763
7197
6548
6794
11020
10916
10938
7351
7107
6848
6546
6986
6812
14550
11249
7061
7113
11199
11130
10960
10625
11118
10622
11052
11101
11353
11542
10842
10894
10797
10707
11061
10745
11043
10609
10517
10729
11117
10677
10496
10538
10602
10661
10732
10558
13834
10704
10600
10517
10588
10611
10527
11249
10519
10825
10517
10865
10804
10847
10901
10725
10623
10905
10580
10687
6548
6486
6708
6618
6570
6455
6643
6439
6891
6904
6605
6764
8029
6509
6500
6630
7025
6783
6563
6893
6537
6506
6622
6633
6548
6555
6600
8527
6645
6473
6704
6880
6743
6449
6451
6560
6664
6809
7726
6561
10704
10967
6732
6573
7975
6750
6793
6539
10959
11063
10851
10965
11021
10730
10812
10816
10786
10860
10816
11023
10899
10767
10766
10947
10843
10768
10858
10917
10894
11056
10865
11119
10830
10817
10818
11026
14896
16817
12234
13701
13791
13750
15035
15515
12159
8532
6729
6457
6402
6765
6405
6421
6492
6486
8096
9348
6876
6689
6610
6609
8150
6564
6665
6509
6461
6490
6474
6725
6759
6452
6443
10643
6406
6668
6428
6686
6643
6420
6564
6492
6431
6552
6461
6545
8200
6747
6519
6981
6504
6457
6605
7180
8196
8741
6802
6581
6719
6662
6450
7247
6530
7463
6895
13033
12240
11936
11139
10961
10883
11015
11283
11171
10895
11098
10838
11145
10980
11068
11048
10893
10932
10870
11268
10965
13444
10741
10721
10700
10680
11867
12164
14851
11088
10580
6635
6451
9833
6714
6781
6938
6929
6510
6415
6416
6396
6605
10624
10699
11025
10921
12435
11463
11982
11278
11396
12028
11027
11321
12561
11051
10948
11051
11015
11454
11130
10962
10966
11236
11637
6519
7261
6605
6594
6724
7028
6622
11437
6631
6414
6551
6622
6610
6590
6673
6570
6516
6995
6705
6572
6881
6853
7072
6466
6584
6604
6610
7539
6555
6734
6546
6655
6682
6461
6909
6618
6568
6569
6734
10932
10737
10905
10845
10808
10652
10936
10841
10617
10510
10982
11057
17303
10938
10828
11007
10718
10740
13637
12725
10804
11276
10917
10943
10795
10957
11071
10755
10652
10701
10936
11264
10829
10807
10924
6845
6603
6460
6628
6505
6487
6591
6528
10756
12787
11027
12576
10812
11647
11246
11144
11023
11024
11243
11414
11453
11815
11179
12693
10956
14614
11622
10959
11791
11242
11811
11584
15181
11246
11739
10696
13654
10829
12871
10814
16142
15897
17131
14655
11022
10993
11122
13847
12773
12376
14107
16060
15544
13770
10934
13521
14733
12094
11277
11445
11256
11719
11445
10938
11173
11013
10906
10725
10901
10956
10801
10899
11001
12549
11139
11834
11000
10863
10861
10808
10769
10690
10900
10975
10875
10984
11035
10988
11068
10987
10998
10973
10892
10854
10913
10872
10894
10998
10931
10743
10678
10750
11329
6705
6473
7937
9846
6676
6436
6545
6681
6462
6431
6585
6446
6581
6771
7080
7200
6854
6576
7202
7023
6466
6709
6706
6766
6590
6766
6597
6500
6618
6457
6668
6706
6585
6555
10604
7587
10173
7348
7295
6501
6510
6660
6470
6586
6515
6447
7541
6496
12168
11750
11423
11743
11198
12232
11455
11297
11660
10718
11204
10901
10783
11637
10907
10804
11475
12613
17081
16652
11611
11068
11562
10986
11761
11236
11171
7227
6505
6530
6666
11388
11141
6923
6970
11212
10853
11007
12051
11313
11056
11230
11212
10986
11065
10993
11033
11426
11153
11174
12657
11023
13674
15306
11541
12533
11899
11528
11481
11350
11416
11076
11677
11540
12756
11212
11233
11090
10874
11024
10550
6694
7184
6759
7086
6936
7270
6672
6541
6630
6732
6489
8042
6845
6596
6615
6566
6920
6513
6918
11054
6465
10003
6942
6929
6644
6802
11124
6488
7268
6571
6670
6864
6692
6773
6872
11031
11565
6873
10983
11404
10829
10838
10881
14893
14365
11228
11194
11382
11254
11587
11655
11905
11085
11082
11261
12112
11554
9612
12100
11165
10916
11191
11163
11152
10983
10908
10800
10843
10867
11671
7003
6546
6574
6795
6645
6479
6875
8052
10268
10974
12846
11632
11225
11168
10905
12146
11353
12015
11330
11225
11358
10864
11635
11771
11098
10997
11328
11534
12246
11727
12008
10909
11502
11981
11639
11199
6745
9652
11348
6600
6756
6874
7295
6849
6450
6874
7344
7862
6821
6524
7048
8751
6670
6540
6864
6708
6435
6856
6429
6514
6749
6542
6603
7886
8465
7276
7822
6509
11057
11616
11110
11495
11373
10986
11452
10773
11131
11145
11210
11112
10952
10999
10896
11011
10788
10862
11131
11053
12732
11289
11238
11409
10892
11100
10930
10989
11488
10760
